as_label,link,cell_label,cell_id
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,CLC+ Mast cell,ASCTB-TEMP:clc-mast-cell
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Paneth,ASCTB-TEMP:paneth
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,ILCP,ASCTB-TEMP:ilcp
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Megakaryocyte,ASCTB-TEMP:megakaryocyte
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Treg,ASCTB-TEMP:treg
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Branch B1 (eMN),ASCTB-TEMP:branch-b1-emn-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Macrophages,ASCTB-TEMP:macrophages
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Fetal arterial EC,ASCTB-TEMP:fetal-arterial-ec
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,mLN Stroma (FMO2+),ASCTB-TEMP:mln-stroma-fmo2-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,cycling EC,ASCTB-TEMP:cycling-ec
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,MMP9+ Inflammatory macrophage,ASCTB-TEMP:mmp9-inflammatory-macrophage
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,EC cells (NPW+),ASCTB-TEMP:ec-cells-npw-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,RBC,ASCTB-TEMP:rbc
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,SELL+ CD8 T,ASCTB-TEMP:sell-cd8-t
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Th17,ASCTB-TEMP:th17
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Enterocyte,ASCTB-TEMP:enterocyte
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,ILC3,ASCTB-TEMP:ilc3
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,MPO+ mono-neutrophil,ASCTB-TEMP:mpo-mono-neutrophil
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Mesothelium,ASCTB-TEMP:mesothelium
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Th1,ASCTB-TEMP:th1
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,CX3CR1+ CD8 Tmem,ASCTB-TEMP:cx3cr1-cd8-tmem
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Immature pericyte,ASCTB-TEMP:immature-pericyte
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,IgA plasma cell,ASCTB-TEMP:iga-plasma-cell
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,CLDN10+ cells,ASCTB-TEMP:cldn10-cells
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,D cells (SST+),ASCTB-TEMP:d-cells-sst-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,ILC2,ASCTB-TEMP:ilc2
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,I cells (CCK+),ASCTB-TEMP:i-cells-cck-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,FCRL4+ Memory B,ASCTB-TEMP:fcrl4-memory-b
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,LEC5 (CLDN11+),ASCTB-TEMP:lec5-cldn11-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,cycling neuroblast,ASCTB-TEMP:cycling-neuroblast
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,IgM plasma cell,ASCTB-TEMP:igm-plasma-cell
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,venous capillary,ASCTB-TEMP:venous-capillary
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,cDC2,ASCTB-TEMP:cdc2
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Pro-B,ASCTB-TEMP:pro-b
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Mesothelium (PRG4+),ASCTB-TEMP:mesothelium-prg4-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Branch A1 (iMN),ASCTB-TEMP:branch-a1-imn-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,TRGV5/7 gdT,ASCTB-TEMP:trgv5-7-gdt
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,DZ GC cell,ASCTB-TEMP:dz-gc-cell
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Mesoderm 2 (ZEB2+),ASCTB-TEMP:mesoderm-2-zeb2-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,ICC,ASCTB-TEMP:icc
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,pDC,ASCTB-TEMP:pdc
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,LZ GC cell,ASCTB-TEMP:lz-gc-cell
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,LEC2 (MADCAM1+),ASCTB-TEMP:lec2-madcam1-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,gdT,ASCTB-TEMP:gdt
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Neuroblast,ASCTB-TEMP:neuroblast
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,GC B cell,ASCTB-TEMP:gc-b-cell
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,N cells (NTS+),ASCTB-TEMP:n-cells-nts-
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,enterocyte of epithelium of large intestine,CL:0002071
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,fibroblast,CL:0000057
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,"CD8-positive, alpha-beta T cell",CL:0000625
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,gut endothelial cell,CL:0000131
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,large intestine goblet cell,CL:1000320
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,monocyte,CL:0000576
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,intestinal enteroendocrine cell,CL:1001516
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,intestinal tuft cell,CL:0019032
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,plasma cell,CL:0000786
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,"CD4-positive, alpha-beta T cell",CL:0000624
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,neutrophil,CL:0000775
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,transit amplifying cell of colon,CL:0009011
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,paneth cell of colon,CL:0009009
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,B cell,CL:0000236
sigmoid colon,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,mast cell,CL:0000097
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Activated T,ASCTB-TEMP:activated-t
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Colonocyte,ASCTB-TEMP:colonocyte
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,TA,ASCTB-TEMP:ta
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Contractile pericyte (PLN+),ASCTB-TEMP:contractile-pericyte-pln-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,myofibroblast,ASCTB-TEMP:myofibroblast
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,myofibroblast (RSPO2+),ASCTB-TEMP:myofibroblast-rspo2-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Transitional Stromal 3 (C3+),ASCTB-TEMP:transitional-stromal-3-c3-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Mature venous EC,ASCTB-TEMP:mature-venous-ec
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Microfold cell,ASCTB-TEMP:microfold-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,arterial capillary,ASCTB-TEMP:arterial-capillary
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,BEST4+ epithelial,ASCTB-TEMP:best4-epithelial
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Goblet cell,ASCTB-TEMP:goblet-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,EECs,ASCTB-TEMP:eecs
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,NK cell,ASCTB-TEMP:nk-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,L cells (PYY+),ASCTB-TEMP:l-cells-pyy-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Mesoderm 1 (HAND1+),ASCTB-TEMP:mesoderm-1-hand1-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Activated CD8 T,ASCTB-TEMP:activated-cd8-t
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Branch A2 (IPAN/IN),ASCTB-TEMP:branch-a2-ipan-in-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Adult Glia,ASCTB-TEMP:adult-glia
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Branch B1 (eMN),ASCTB-TEMP:branch-b1-emn-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,venous capillary,ASCTB-TEMP:venous-capillary
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,ICC,ASCTB-TEMP:icc
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Cycling plasma cell,ASCTB-TEMP:cycling-plasma-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,angiogenic pericyte,ASCTB-TEMP:angiogenic-pericyte
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Tfh,ASCTB-TEMP:tfh
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,cycling ENCC/glia,ASCTB-TEMP:cycling-encc-glia
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Mature arterial EC,ASCTB-TEMP:mature-arterial-ec
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Megakaryocyte,ASCTB-TEMP:megakaryocyte
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,SELL+ CD4 T,ASCTB-TEMP:sell-cd4-t
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Monocytes,ASCTB-TEMP:monocytes
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,STAT1+ Naive B,ASCTB-TEMP:stat1-naive-b
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Progenitor (NEUROG3+),ASCTB-TEMP:progenitor-neurog3-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Stem cells,ASCTB-TEMP:stem-cells
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Proximal progenitor,ASCTB-TEMP:proximal-progenitor
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Immature pericyte,ASCTB-TEMP:immature-pericyte
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Glia 3 (BCAN+),ASCTB-TEMP:glia-3-bcan-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Branch A1 (iMN),ASCTB-TEMP:branch-a1-imn-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,LEC3 (ADGRG3+),ASCTB-TEMP:lec3-adgrg3-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Cycling B cell,ASCTB-TEMP:cycling-b-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Macrophages,ASCTB-TEMP:macrophages
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,mLTo,ASCTB-TEMP:mlto
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,cDC1,ASCTB-TEMP:cdc1
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Branch B2 (eMN),ASCTB-TEMP:branch-b2-emn-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,Distal progenitor,ASCTB-TEMP:distal-progenitor
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,N cells (NTS+),ASCTB-TEMP:n-cells-nts-
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,large intestine goblet cell,CL:1000320
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,enterocyte of epithelium of large intestine,CL:0002071
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,intestinal tuft cell,CL:0019032
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,gut endothelial cell,CL:0000131
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,fibroblast,CL:0000057
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,paneth cell of colon,CL:0009009
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,"CD4-positive, alpha-beta T cell",CL:0000624
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,intestinal enteroendocrine cell,CL:1001516
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,monocyte,CL:0000576
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,transit amplifying cell of colon,CL:0009011
rectum,https://portal.hubmapconsortium.org/browse/dataset/91822c7d75c54ce838bcd4d77f076b25,B cell,CL:0000236
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,NK,ASCTB-TEMP:nk
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Enterocyte,ASCTB-TEMP:enterocyte
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,MUC1+ Enterocyte,ASCTB-TEMP:muc1-enterocyte
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,TA,ASCTB-TEMP:ta
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,CD66+ Enterocyte,ASCTB-TEMP:cd66-enterocyte
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Paneth,ASCTB-TEMP:paneth
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Smooth muscle,ASCTB-TEMP:smooth-muscle
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,M1 Macrophage,ASCTB-TEMP:m1-macrophage
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Goblet,ASCTB-TEMP:goblet
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Neuroendocrine,ASCTB-TEMP:neuroendocrine
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,CD57+ Enterocyte,ASCTB-TEMP:cd57-enterocyte
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Lymphatic,ASCTB-TEMP:lymphatic
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,CD8+ T,ASCTB-TEMP:cd8-t
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,DC,ASCTB-TEMP:dc
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,M2 Macrophage,ASCTB-TEMP:m2-macrophage
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,B,ASCTB-TEMP:b
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Neutrophil,ASCTB-TEMP:neutrophil
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Endothelial,ASCTB-TEMP:endothelial
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Cycling TA,ASCTB-TEMP:cycling-ta
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Plasma,ASCTB-TEMP:plasma
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,CD4+ T cell,ASCTB-TEMP:cd4-t-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Stroma,ASCTB-TEMP:stroma
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,Nerve,ASCTB-TEMP:nerve
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,ICC,ASCTB-TEMP:icc
rectum,https://portal.hubmapconsortium.org/browse/dataset/e6fd525b837f4cf736c8af830f4f750f,CD7+ Immune,ASCTB-TEMP:cd7-immune
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,myofibroblast (RSPO2+),ASCTB-TEMP:myofibroblast-rspo2-
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Contractile pericyte (PLN+),ASCTB-TEMP:contractile-pericyte-pln-
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Proximal progenitor,ASCTB-TEMP:proximal-progenitor
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Cycling plasma cell,ASCTB-TEMP:cycling-plasma-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Transitional Stromal 3 (C3+),ASCTB-TEMP:transitional-stromal-3-c3-
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Cycling B cell,ASCTB-TEMP:cycling-b-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Adult Glia,ASCTB-TEMP:adult-glia
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Colonocyte,ASCTB-TEMP:colonocyte
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Goblet cell,ASCTB-TEMP:goblet-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,NK cell,ASCTB-TEMP:nk-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,myofibroblast,ASCTB-TEMP:myofibroblast
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Tfh,ASCTB-TEMP:tfh
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Activated T,ASCTB-TEMP:activated-t
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,EECs,ASCTB-TEMP:eecs
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Microfold cell,ASCTB-TEMP:microfold-cell
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,Memory B,ASCTB-TEMP:memory-b
rectum,https://portal.hubmapconsortium.org/browse/dataset/0a0eb095c8e7f7c890da20184d7527cb,NK T cell,ASCTB-TEMP:nk-t-cell
