reference_organ,as_label,cell_label,cell_id
SmallIntestine,ascending part of duodenum,NK cell,ASCTB-TEMP:nk-cell
SmallIntestine,ascending part of duodenum,Branch A2 (IPAN/IN),ASCTB-TEMP:branch-a2-ipan-in-
SmallIntestine,ascending part of duodenum,mLTo,ASCTB-TEMP:mlto
SmallIntestine,ascending part of duodenum,TRGV4 gdT,ASCTB-TEMP:trgv4-gdt
SmallIntestine,ascending part of duodenum,Pericyte,ASCTB-TEMP:pericyte
SmallIntestine,ascending part of duodenum,Activated CD4 T,ASCTB-TEMP:activated-cd4-t
SmallIntestine,ascending part of duodenum,MMP9+ Inflammatory macrophage,ASCTB-TEMP:mmp9-inflammatory-macrophage
SmallIntestine,ascending part of duodenum,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
SmallIntestine,ascending part of duodenum,Branch A1 (iMN),ASCTB-TEMP:branch-a1-imn-
SmallIntestine,ascending part of duodenum,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
SmallIntestine,ascending part of duodenum,Branch A4 (IN),ASCTB-TEMP:branch-a4-in-
SmallIntestine,ascending part of duodenum,CLDN10+ cells,ASCTB-TEMP:cldn10-cells
SmallIntestine,ascending part of duodenum,EC cells (TAC1+),ASCTB-TEMP:ec-cells-tac1-
SmallIntestine,ascending part of duodenum,Treg,ASCTB-TEMP:treg
SmallIntestine,ascending part of duodenum,T reticular,ASCTB-TEMP:t-reticular
SmallIntestine,ascending part of duodenum,Stromal 2 (CH25H+),ASCTB-TEMP:stromal-2-ch25h-
SmallIntestine,ascending part of duodenum,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
SmallIntestine,ascending part of duodenum,Immature pericyte,ASCTB-TEMP:immature-pericyte
SmallIntestine,ascending part of duodenum,K cells (GIP+),ASCTB-TEMP:k-cells-gip-
SmallIntestine,ascending part of duodenum,cycling EC,ASCTB-TEMP:cycling-ec
SmallIntestine,ascending part of duodenum,cDC2,ASCTB-TEMP:cdc2
SmallIntestine,ascending part of duodenum,IgA plasma cell,ASCTB-TEMP:iga-plasma-cell
SmallIntestine,ascending part of duodenum,I cells (CCK+),ASCTB-TEMP:i-cells-cck-
SmallIntestine,ascending part of duodenum,Distal progenitor,ASCTB-TEMP:distal-progenitor
SmallIntestine,ascending part of duodenum,Monocytes,ASCTB-TEMP:monocytes
SmallIntestine,ascending part of duodenum,TRDV2/TRGV9 gdT,ASCTB-TEMP:trdv2-trgv9-gdt
SmallIntestine,ascending part of duodenum,LTi-like NCR- ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
SmallIntestine,ascending part of duodenum,ILC3,ASCTB-TEMP:ilc3
SmallIntestine,ascending part of duodenum,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
SmallIntestine,ascending part of duodenum,enterocyte of epithelium of small intestine,CL:1000334
SmallIntestine,ascending part of duodenum,paneth cell of epithelium of small intestine,CL:1000343
SmallIntestine,ascending part of duodenum,neutrophil,CL:0000775
SmallIntestine,ascending part of duodenum,intestinal tuft cell,CL:0009080
SmallIntestine,ascending part of duodenum,small intestine goblet cell,CL:1000495
SmallIntestine,ascending part of duodenum,fibroblast,CL:0000057
SmallIntestine,ascending part of duodenum,gut endothelial cell,CL:0000131
SmallIntestine,ascending part of duodenum,plasma cell,CL:0000786
SmallIntestine,ascending part of duodenum,"CD8-positive, alpha-beta T cell",CL:0000625
SmallIntestine,ascending part of duodenum,"CD4-positive, alpha-beta T cell",CL:0000624
SmallIntestine,ascending part of duodenum,intestinal enteroendocrine cell,CL:0009006
SmallIntestine,descending part of duodenum,Mast cell,ASCTB-TEMP:mast-cell
SmallIntestine,descending part of duodenum,EC cells (NPW+),ASCTB-TEMP:ec-cells-npw-
SmallIntestine,descending part of duodenum,Megakaryocyte,ASCTB-TEMP:megakaryocyte
SmallIntestine,descending part of duodenum,FDC,ASCTB-TEMP:fdc
SmallIntestine,descending part of duodenum,LEC2 (MADCAM1+),ASCTB-TEMP:lec2-madcam1-
SmallIntestine,descending part of duodenum,LTi-like NCR+ ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
SmallIntestine,descending part of duodenum,cDC1,ASCTB-TEMP:cdc1
SmallIntestine,descending part of duodenum,Germ,ASCTB-TEMP:germ
SmallIntestine,descending part of duodenum,RBC,ASCTB-TEMP:rbc
SmallIntestine,descending part of duodenum,Branch B3 (IPAN),ASCTB-TEMP:branch-b3-ipan-
SmallIntestine,descending part of duodenum,pDC,ASCTB-TEMP:pdc
SmallIntestine,descending part of duodenum,β cells (INS+),ASCTB-TEMP:-cells-ins-
SmallIntestine,descending part of duodenum,intestinal crypt stem cell of small intestine,CL:0009017
SmallIntestine,distal part of ileum,FCRL4+ Memory B,ASCTB-TEMP:fcrl4-memory-b
SmallIntestine,distal part of ileum,CX3CR1+ CD8 Tmem,ASCTB-TEMP:cx3cr1-cd8-tmem
SmallIntestine,distal part of ileum,MPO+ mono-neutrophil,ASCTB-TEMP:mpo-mono-neutrophil
SmallIntestine,distal part of ileum,monocyte,CL:0000576
SmallIntestine,horizontal part of duodenum,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
SmallIntestine,horizontal part of duodenum,CLC+ Mast cell,ASCTB-TEMP:clc-mast-cell
SmallIntestine,horizontal part of duodenum,Th17,ASCTB-TEMP:th17
SmallIntestine,horizontal part of duodenum,angiogenic pericyte,ASCTB-TEMP:angiogenic-pericyte
SmallIntestine,horizontal part of duodenum,FCRL4+ Memory B,ASCTB-TEMP:fcrl4-memory-b
SmallIntestine,horizontal part of duodenum,Th1,ASCTB-TEMP:th1
SmallIntestine,horizontal part of duodenum,Mast cell,ASCTB-TEMP:mast-cell
SmallIntestine,horizontal part of duodenum,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
SmallIntestine,horizontal part of duodenum,IgG plasma cell,ASCTB-TEMP:igg-plasma-cell
SmallIntestine,horizontal part of duodenum,pDC,ASCTB-TEMP:pdc
SmallIntestine,horizontal part of duodenum,cycling ENCC/glia,ASCTB-TEMP:cycling-encc-glia
SmallIntestine,horizontal part of duodenum,Naive B,ASCTB-TEMP:naive-b
SmallIntestine,horizontal part of duodenum,mast cell,CL:0000097
SmallIntestine,horizontal part of duodenum,transit amplifying cell of small intestine,CL:0009012
SmallIntestine,horizontal part of duodenum,monocyte,CL:0000576
SmallIntestine,ascending part of duodenum,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
SmallIntestine,ascending part of duodenum,CLC+ Mast cell,ASCTB-TEMP:clc-mast-cell
SmallIntestine,ascending part of duodenum,Th17,ASCTB-TEMP:th17
SmallIntestine,ascending part of duodenum,angiogenic pericyte,ASCTB-TEMP:angiogenic-pericyte
SmallIntestine,ascending part of duodenum,FCRL4+ Memory B,ASCTB-TEMP:fcrl4-memory-b
SmallIntestine,ascending part of duodenum,Th1,ASCTB-TEMP:th1
SmallIntestine,ascending part of duodenum,Mast cell,ASCTB-TEMP:mast-cell
SmallIntestine,ascending part of duodenum,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
SmallIntestine,ascending part of duodenum,IgG plasma cell,ASCTB-TEMP:igg-plasma-cell
SmallIntestine,ascending part of duodenum,pDC,ASCTB-TEMP:pdc
SmallIntestine,ascending part of duodenum,cycling ENCC/glia,ASCTB-TEMP:cycling-encc-glia
SmallIntestine,ascending part of duodenum,Naive B,ASCTB-TEMP:naive-b
SmallIntestine,ascending part of duodenum,mast cell,CL:0000097
SmallIntestine,ascending part of duodenum,transit amplifying cell of small intestine,CL:0009012
SmallIntestine,ascending part of duodenum,monocyte,CL:0000576
SmallIntestine,jejunum,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
SmallIntestine,jejunum,Tfh,ASCTB-TEMP:tfh
SmallIntestine,jejunum,Tuft,ASCTB-TEMP:tuft
SmallIntestine,jejunum,Microfold cell,ASCTB-TEMP:microfold-cell
SmallIntestine,jejunum,LEC3 (ADGRG3+),ASCTB-TEMP:lec3-adgrg3-
SmallIntestine,jejunum,Megakaryocyte,ASCTB-TEMP:megakaryocyte
SmallIntestine,jejunum,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
SmallIntestine,jejunum,Monocytes,ASCTB-TEMP:monocytes
SmallIntestine,jejunum,NK cell,ASCTB-TEMP:nk-cell
SmallIntestine,jejunum,K cells (GIP+),ASCTB-TEMP:k-cells-gip-
SmallIntestine,jejunum,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
SmallIntestine,jejunum,Activated T,ASCTB-TEMP:activated-t
SmallIntestine,jejunum,CD8 Tmem,ASCTB-TEMP:cd8-tmem
SmallIntestine,jejunum,Enterocyte,ASCTB-TEMP:enterocyte
SmallIntestine,jejunum,TRDV2/TRGV9 gdT,ASCTB-TEMP:trdv2-trgv9-gdt
SmallIntestine,jejunum,Transitional Stromal 3 (C3+),ASCTB-TEMP:transitional-stromal-3-c3-
SmallIntestine,jejunum,Cycling B cell,ASCTB-TEMP:cycling-b-cell
SmallIntestine,jejunum,Mature venous EC,ASCTB-TEMP:mature-venous-ec
SmallIntestine,jejunum,mLTo,ASCTB-TEMP:mlto
SmallIntestine,jejunum,myofibroblast (RSPO2+),ASCTB-TEMP:myofibroblast-rspo2-
SmallIntestine,jejunum,IgG plasma cell,ASCTB-TEMP:igg-plasma-cell
SmallIntestine,jejunum,EC cells (TAC1+),ASCTB-TEMP:ec-cells-tac1-
SmallIntestine,jejunum,Stem cells,ASCTB-TEMP:stem-cells
SmallIntestine,jejunum,Paneth,ASCTB-TEMP:paneth
SmallIntestine,jejunum,Cycling plasma cell,ASCTB-TEMP:cycling-plasma-cell
SmallIntestine,jejunum,TA,ASCTB-TEMP:ta
SmallIntestine,jejunum,Contractile pericyte (PLN+),ASCTB-TEMP:contractile-pericyte-pln-
SmallIntestine,jejunum,cDC1,ASCTB-TEMP:cdc1
SmallIntestine,jejunum,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
SmallIntestine,jejunum,Branch B2 (eMN),ASCTB-TEMP:branch-b2-emn-
SmallIntestine,jejunum,pDC,ASCTB-TEMP:pdc
SmallIntestine,jejunum,Branch A3 (IPAN/IN),ASCTB-TEMP:branch-a3-ipan-in-
SmallIntestine,jejunum,BEST4+ epithelial,ASCTB-TEMP:best4-epithelial
SmallIntestine,jejunum,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
SmallIntestine,jejunum,T reticular,ASCTB-TEMP:t-reticular
SmallIntestine,jejunum,TRGV4 gdT,ASCTB-TEMP:trgv4-gdt
SmallIntestine,jejunum,Goblet cell,ASCTB-TEMP:goblet-cell
SmallIntestine,jejunum,EECs,ASCTB-TEMP:eecs
SmallIntestine,jejunum,STAT1+ Naive B,ASCTB-TEMP:stat1-naive-b
SmallIntestine,jejunum,myofibroblast,ASCTB-TEMP:myofibroblast
SmallIntestine,jejunum,cycling EC,ASCTB-TEMP:cycling-ec
SmallIntestine,jejunum,M/X cells (MLN/GHRL+),ASCTB-TEMP:m-x-cells-mln-ghrl-
SmallIntestine,jejunum,Mast cell,ASCTB-TEMP:mast-cell
SmallIntestine,jejunum,DZ GC cell,ASCTB-TEMP:dz-gc-cell
SmallIntestine,jejunum,RBC,ASCTB-TEMP:rbc
SmallIntestine,jejunum,FCRL4+ Memory B,ASCTB-TEMP:fcrl4-memory-b
SmallIntestine,jejunum,Mesoderm 1 (HAND1+),ASCTB-TEMP:mesoderm-1-hand1-
SmallIntestine,jejunum,Branch A4 (IN),ASCTB-TEMP:branch-a4-in-
SmallIntestine,jejunum,Lymphoid DC,ASCTB-TEMP:lymphoid-dc
SmallIntestine,jejunum,Glia 3 (BCAN+),ASCTB-TEMP:glia-3-bcan-
SmallIntestine,jejunum,Th1,ASCTB-TEMP:th1
SmallIntestine,jejunum,NK T cell,ASCTB-TEMP:nk-t-cell
SmallIntestine,jejunum,L cells (PYY+),ASCTB-TEMP:l-cells-pyy-
SmallIntestine,jejunum,D cells (SST+),ASCTB-TEMP:d-cells-sst-
SmallIntestine,jejunum,Progenitor (NEUROG3+),ASCTB-TEMP:progenitor-neurog3-
SmallIntestine,jejunum,Pre-B,ASCTB-TEMP:pre-b
SmallIntestine,jejunum,Glia 2 (ELN+),ASCTB-TEMP:glia-2-eln-
SmallIntestine,jejunum,EC cells (NPW+),ASCTB-TEMP:ec-cells-npw-
SmallIntestine,jejunum,Adult Glia,ASCTB-TEMP:adult-glia
SmallIntestine,jejunum,Pericyte,ASCTB-TEMP:pericyte
SmallIntestine,jejunum,FDC,ASCTB-TEMP:fdc
SmallIntestine,jejunum,MAIT cell,ASCTB-TEMP:mait-cell
SmallIntestine,jejunum,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
SmallIntestine,jejunum,Mature arterial EC,ASCTB-TEMP:mature-arterial-ec
SmallIntestine,jejunum,Branch B1 (eMN),ASCTB-TEMP:branch-b1-emn-
SmallIntestine,jejunum,LEC5 (CLDN11+),ASCTB-TEMP:lec5-cldn11-
SmallIntestine,jejunum,I cells (CCK+),ASCTB-TEMP:i-cells-cck-
SmallIntestine,jejunum,arterial capillary,ASCTB-TEMP:arterial-capillary
SmallIntestine,jejunum,Memory B,ASCTB-TEMP:memory-b
SmallIntestine,jejunum,CLDN10+ cells,ASCTB-TEMP:cldn10-cells
SmallIntestine,jejunum,mLN Stroma (FMO2+),ASCTB-TEMP:mln-stroma-fmo2-
SmallIntestine,jejunum,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
SmallIntestine,jejunum,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
SmallIntestine,jejunum,Pro-B,ASCTB-TEMP:pro-b
SmallIntestine,jejunum,Proximal progenitor,ASCTB-TEMP:proximal-progenitor
SmallIntestine,jejunum,LTi-like NCR+ ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
SmallIntestine,jejunum,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
SmallIntestine,jejunum,CLP,ASCTB-TEMP:clp
SmallIntestine,jejunum,Th17,ASCTB-TEMP:th17
SmallIntestine,jejunum,Branch B3 (IPAN),ASCTB-TEMP:branch-b3-ipan-
SmallIntestine,jejunum,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
SmallIntestine,jejunum,CLC+ Mast cell,ASCTB-TEMP:clc-mast-cell
SmallIntestine,jejunum,enterocyte of epithelium of small intestine,CL:1000334
SmallIntestine,jejunum,fibroblast,CL:0000057
SmallIntestine,jejunum,paneth cell of epithelium of small intestine,CL:1000343
SmallIntestine,jejunum,intestinal tuft cell,CL:0009080
SmallIntestine,jejunum,small intestine goblet cell,CL:1000495
SmallIntestine,jejunum,neutrophil,CL:0000775
SmallIntestine,jejunum,gut endothelial cell,CL:0000131
SmallIntestine,jejunum,plasma cell,CL:0000786
SmallIntestine,jejunum,transit amplifying cell of small intestine,CL:0009012
SmallIntestine,jejunum,intestinal enteroendocrine cell,CL:0009006
RightKidney,outer cortex of kidney,Cortical Thick Ascending Limb,CL:1001109
RightKidney,outer cortex of kidney,Inner Medullary Collecting Duct,CL:1000718
RightKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 1,CL:4030009
RightKidney,outer cortex of kidney,Connecting Tubule,CL:1000768
RightKidney,outer cortex of kidney,Ascending Thin Limb,CL:1001107
RightKidney,outer cortex of kidney,Classical Dendritic,CL:0000990
RightKidney,outer cortex of kidney,Descending Thin Limb Type 1,CL:4030012
RightKidney,outer cortex of kidney,Peritubular Capilary Endothelial ,ASCTB-TEMP:peritubular-capilary-endothelial
RightKidney,outer cortex of kidney,Descending Thin Limb Type 2,CL:4030013
RightKidney,outer cortex of kidney,Medullary Thick Ascending Limb,CL:1001108
RightKidney,outer cortex of kidney,Cortical Collecting Duct Principal,CL:1000714
RightKidney,outer cortex of kidney,Descending Vasa Recta Endothelial ,ASCTB-TEMP:descending-vasa-recta-endothelial
RightKidney,outer cortex of kidney,Monocyte-derived,CL:0011031
RightKidney,outer cortex of kidney,Fibroblast,CL:1000692
RightKidney,outer cortex of kidney,Outer Medullary Collecting Duct Intercalated Type A,CL:1000717
RightKidney,outer cortex of kidney,Distal Convoluted Tubule Type 1,CL:4030016
RightKidney,outer cortex of kidney,Descending Thin Limb Type 3,CL:4030014
RightKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 3,CL:4030011
RightKidney,outer cortex of kidney,Glomerular Capillary Endothelial,CL:1001005
RightKidney,outer cortex of kidney,Macula Densa,CL:1000850
RightKidney,outer cortex of kidney,Vascular Smooth Muscle / Pericyte,CL:1001318
RightKidney,outer cortex of kidney,Cortical Collecting Duct Intercalated Type A,CL:1000715
RightKidney,outer cortex of kidney,Podocyte,CL:0000653
RightKidney,outer cortex of kidney,Outer Medullary Collecting Duct Principal,CL:1000716
RightKidney,outer cortex of kidney,Intercalated Type B,CL:0002201
RightKidney,outer cortex of kidney,Mesangial,CL:0000650
RightKidney,outer cortex of kidney,Ascending Vasa Recta Endothelial,CL:1001131
RightKidney,outer cortex of kidney,Parietal Epithelial,CL:1000452
RightKidney,outer cortex of kidney,Medullary Fibroblast,CL:4030022
RightKidney,outer cortex of kidney,Connecting Tubule Principal,CL:4030018
RightKidney,outer cortex of kidney,Connecting Tubule Intercalated Type A,CL:4030020
RightKidney,outer cortex of kidney,M2 Macrophage,CL:0000890
RightKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 2,CL:4030010
RightKidney,outer cortex of kidney,Papillary Tip Epithelial,CL:1000597
RightKidney,outer cortex of kidney,Distal Convoluted Tubule Type 2,CL:4030017
RightKidney,outer cortex of kidney,Plasma,CL:0000786
RightKidney,outer cortex of kidney,Afferent / Efferent Arteriole Endothelial,CL:1000412
RightKidney,outer cortex of kidney,T,CL:0000084
RightKidney,outer cortex of kidney,Lymphatic Endothelial,CL:0002138
RightKidney,outer cortex of kidney,Non-classical monocyte,CL:0000875
RightKidney,outer cortex of kidney,Natural Killer T,CL:0000814
RightKidney,outer cortex of kidney,Cortical Vascular Smooth Muscle / Pericyte,CL:1001318
RightKidney,outer cortex of kidney,B,CL:0000236
RightKidney,outer cortex of kidney,Renin-positive Juxtaglomerular Granular,CL:0000648
RightKidney,outer cortex of kidney,Mast,CL:0000097
RightKidney,outer cortex of kidney,Schwann / Neural,CL:0002573
Colon,ascending colon,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
Colon,ascending colon,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
Colon,ascending colon,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
Colon,ascending colon,myofibroblast (RSPO2+),ASCTB-TEMP:myofibroblast-rspo2-
Colon,ascending colon,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
Colon,ascending colon,Memory B,ASCTB-TEMP:memory-b
Colon,ascending colon,transit amplifying cell of colon,CL:0009011
Colon,sigmoid colon,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
Colon,sigmoid colon,Treg,ASCTB-TEMP:treg
Colon,sigmoid colon,Pre-B,ASCTB-TEMP:pre-b
Colon,sigmoid colon,Fetal arterial EC,ASCTB-TEMP:fetal-arterial-ec
Colon,sigmoid colon,TRGV5/7 gdT,ASCTB-TEMP:trgv5-7-gdt
Colon,sigmoid colon,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
Colon,sigmoid colon,Pericyte,ASCTB-TEMP:pericyte
Colon,sigmoid colon,cDC1,ASCTB-TEMP:cdc1
Colon,sigmoid colon,CLP,ASCTB-TEMP:clp
Colon,sigmoid colon,LEC5 (CLDN11+),ASCTB-TEMP:lec5-cldn11-
Colon,sigmoid colon,Th17,ASCTB-TEMP:th17
Colon,sigmoid colon,EC cells (NPW+),ASCTB-TEMP:ec-cells-npw-
Colon,sigmoid colon,EC cells (TAC1+),ASCTB-TEMP:ec-cells-tac1-
Colon,sigmoid colon,Megakaryocyte,ASCTB-TEMP:megakaryocyte
Colon,sigmoid colon,cycling neuroblast,ASCTB-TEMP:cycling-neuroblast
Colon,sigmoid colon,monocyte,CL:0000576
Colon,sigmoid colon,plasma cell,CL:0000786
Colon,sigmoid colon,neutrophil,CL:0000775
Colon,transverse colon,Immature pericyte,ASCTB-TEMP:immature-pericyte
Colon,transverse colon,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
Colon,transverse colon,Th1,ASCTB-TEMP:th1
Colon,transverse colon,Th17,ASCTB-TEMP:th17
Colon,transverse colon,EC cells (NPW+),ASCTB-TEMP:ec-cells-npw-
Colon,transverse colon,MPO+ mono-neutrophil,ASCTB-TEMP:mpo-mono-neutrophil
Colon,transverse colon,pDC,ASCTB-TEMP:pdc
Colon,transverse colon,Activated CD8 T,ASCTB-TEMP:activated-cd8-t
Colon,transverse colon,ICC,ASCTB-TEMP:icc
Colon,transverse colon,ILC2,ASCTB-TEMP:ilc2
Colon,transverse colon,neutrophil,CL:0000775
SmallIntestine,jejunum,Immature pericyte,ASCTB-TEMP:immature-pericyte
SmallIntestine,jejunum,Macrophages,ASCTB-TEMP:macrophages
SmallIntestine,jejunum,cDC2,ASCTB-TEMP:cdc2
SmallIntestine,jejunum,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
SmallIntestine,jejunum,LEC1 (ACKR4+),ASCTB-TEMP:lec1-ackr4-
SmallIntestine,jejunum,SELL+ CD8 T,ASCTB-TEMP:sell-cd8-t
SmallIntestine,jejunum,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
SmallIntestine,jejunum,SELL+ CD4 T,ASCTB-TEMP:sell-cd4-t
SmallIntestine,jejunum,ILCP,ASCTB-TEMP:ilcp
SmallIntestine,jejunum,Branch A1 (iMN),ASCTB-TEMP:branch-a1-imn-
SmallIntestine,jejunum,Activated CD8 T,ASCTB-TEMP:activated-cd8-t
SmallIntestine,jejunum,Treg,ASCTB-TEMP:treg
SmallIntestine,jejunum,ILC3,ASCTB-TEMP:ilc3
SmallIntestine,jejunum,Naive B,ASCTB-TEMP:naive-b
SmallIntestine,jejunum,Branch A2 (IPAN/IN),ASCTB-TEMP:branch-a2-ipan-in-
SmallIntestine,jejunum,Colonocyte,ASCTB-TEMP:colonocyte
SmallIntestine,jejunum,IgA plasma cell,ASCTB-TEMP:iga-plasma-cell
SmallIntestine,jejunum,MMP9+ Inflammatory macrophage,ASCTB-TEMP:mmp9-inflammatory-macrophage
SmallIntestine,jejunum,Mesothelium (PRG4+),ASCTB-TEMP:mesothelium-prg4-
SmallIntestine,jejunum,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
SmallIntestine,jejunum,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
SmallIntestine,jejunum,Stromal 4 (MMP1+),ASCTB-TEMP:stromal-4-mmp1-
SmallIntestine,jejunum,Fetal arterial EC,ASCTB-TEMP:fetal-arterial-ec
SmallIntestine,jejunum,angiogenic pericyte,ASCTB-TEMP:angiogenic-pericyte
SmallIntestine,jejunum,Stromal 2 (CH25H+),ASCTB-TEMP:stromal-2-ch25h-
SmallIntestine,jejunum,ICC,ASCTB-TEMP:icc
SmallIntestine,jejunum,Neuroblast,ASCTB-TEMP:neuroblast
SmallIntestine,jejunum,GC B cell,ASCTB-TEMP:gc-b-cell
SmallIntestine,jejunum,"CD4-positive, alpha-beta T cell",CL:0000624
SmallIntestine,jejunum,"CD8-positive, alpha-beta T cell",CL:0000625
SmallIntestine,jejunum,monocyte,CL:0000576
SmallIntestine,jejunum,mast cell,CL:0000097
SmallIntestine,jejunum,intestinal crypt stem cell of small intestine,CL:0009017
SmallIntestine,distal part of ileum,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
SmallIntestine,distal part of ileum,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
SmallIntestine,distal part of ileum,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
SmallIntestine,distal part of ileum,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
SmallIntestine,distal part of ileum,GC B cell,ASCTB-TEMP:gc-b-cell
SmallIntestine,distal part of ileum,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
SmallIntestine,distal part of ileum,ENCC/glia Progenitor,ASCTB-TEMP:encc-glia-progenitor
SmallIntestine,distal part of ileum,M/X cells (MLN/GHRL+),ASCTB-TEMP:m-x-cells-mln-ghrl-
SmallIntestine,distal part of ileum,LZ GC cell,ASCTB-TEMP:lz-gc-cell
SmallIntestine,distal part of ileum,Stromal 1 (ADAMDEC1+),ASCTB-TEMP:stromal-1-adamdec1-
SmallIntestine,distal part of ileum,Mesothelium,ASCTB-TEMP:mesothelium
SmallIntestine,distal part of ileum,Activated CD8 T,ASCTB-TEMP:activated-cd8-t
SmallIntestine,distal part of ileum,Th17,ASCTB-TEMP:th17
SmallIntestine,distal part of ileum,Activated CD4 T,ASCTB-TEMP:activated-cd4-t
Colon,descending colon,cycling EC,ASCTB-TEMP:cycling-ec
Colon,descending colon,Differentiating glia,ASCTB-TEMP:differentiating-glia
Colon,descending colon,I cells (CCK+),ASCTB-TEMP:i-cells-cck-
Colon,descending colon,ENCC/glia Progenitor,ASCTB-TEMP:encc-glia-progenitor
Colon,descending colon,Activated CD8 T,ASCTB-TEMP:activated-cd8-t
Colon,descending colon,TRDV2/TRGV9 gdT,ASCTB-TEMP:trdv2-trgv9-gdt
Colon,descending colon,Immature pericyte,ASCTB-TEMP:immature-pericyte
Colon,descending colon,neutrophil,CL:0000775
SmallIntestine,horizontal part of duodenum,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
SmallIntestine,horizontal part of duodenum,Branch A3 (IPAN/IN),ASCTB-TEMP:branch-a3-ipan-in-
SmallIntestine,horizontal part of duodenum,MAIT cell,ASCTB-TEMP:mait-cell
SmallIntestine,horizontal part of duodenum,LEC2 (MADCAM1+),ASCTB-TEMP:lec2-madcam1-
SmallIntestine,horizontal part of duodenum,Megakaryocyte,ASCTB-TEMP:megakaryocyte
SmallIntestine,horizontal part of duodenum,Activated CD8 T,ASCTB-TEMP:activated-cd8-t
SmallIntestine,horizontal part of duodenum,CX3CR1+ CD8 Tmem,ASCTB-TEMP:cx3cr1-cd8-tmem
SmallIntestine,horizontal part of duodenum,Lymphoid DC,ASCTB-TEMP:lymphoid-dc
SmallIntestine,horizontal part of duodenum,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
SmallIntestine,ascending part of duodenum,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
SmallIntestine,ascending part of duodenum,Branch A3 (IPAN/IN),ASCTB-TEMP:branch-a3-ipan-in-
SmallIntestine,ascending part of duodenum,MAIT cell,ASCTB-TEMP:mait-cell
SmallIntestine,ascending part of duodenum,LEC2 (MADCAM1+),ASCTB-TEMP:lec2-madcam1-
SmallIntestine,ascending part of duodenum,Megakaryocyte,ASCTB-TEMP:megakaryocyte
SmallIntestine,ascending part of duodenum,Activated CD8 T,ASCTB-TEMP:activated-cd8-t
SmallIntestine,ascending part of duodenum,CX3CR1+ CD8 Tmem,ASCTB-TEMP:cx3cr1-cd8-tmem
SmallIntestine,ascending part of duodenum,Lymphoid DC,ASCTB-TEMP:lymphoid-dc
SmallIntestine,ascending part of duodenum,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
Heart,heart left ventricle,ILC,CL:0001065
Heart,heart left ventricle,FB1,CL:0000057
Heart,heart left ventricle,SMC2_art,CL:0000359
Heart,heart left ventricle,Meso,CL:0000077
Colon,sigmoid colon,ILC3,ASCTB-TEMP:ilc3
Colon,sigmoid colon,Branch B2 (eMN),ASCTB-TEMP:branch-b2-emn-
