ftu,ftu_label,as_label,ct_label,bm_label,ftu_as,as,ct,bm,bmType
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,liver liver lobule,portal triad/tract,cuboidal cell (Small cholangiocytes are cuboidal),KRT7,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001279,http://purl.obolibrary.org/obo/CL_0000241,http://identifiers.org/hgnc/6445,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,liver liver lobule,portal triad/tract,smooth muscle cell,ACTA2,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001279,http://purl.obolibrary.org/obo/CL_0019018,http://identifiers.org/hgnc/130,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,liver liver lobule,portal triad/tract,endothelial cell,CD31,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001279,http://purl.obolibrary.org/obo/CL_0002543,http://identifiers.org/hgnc/8823,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,liver liver lobule,portal triad/tract,portal fibroblast,CTGF,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001279,http://purl.obolibrary.org/obo/CL_0009100,http://identifiers.org/hgnc/2500,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,liver liver lobule,portal triad/tract,portal fibroblast,THY1,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001279,http://purl.obolibrary.org/obo/CL_0009100,http://identifiers.org/hgnc/11801,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,liver liver lobule,portal triad/tract,endothelial cell,CD34,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001279,http://purl.obolibrary.org/obo/CL_1000413,http://identifiers.org/hgnc/1662,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,liver liver lobule,portal triad/tract,endothelial cell,CD31,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001279,http://purl.obolibrary.org/obo/CL_1000413,http://identifiers.org/hgnc/8823,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,liver liver lobule,portal triad/tract,columnar cell (larger cholangiocytes are more columnar) has ciliae,CFTR,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001279,http://purl.obolibrary.org/obo/CL_0000075,http://identifiers.org/hgnc/1884,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,PCDH15,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/14674,protein
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,lung pericyte,TRPC6,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0009089,http://identifiers.org/hgnc/12338,protein
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,WNT2,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/12780,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,LUM,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/6724,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,lung pericyte,COL1A2,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0009089,http://identifiers.org/hgnc/2198,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,COL1A2,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/2198,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,lung pericyte,PDGFRB,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0009089,http://identifiers.org/hgnc/8804,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,TCF21,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/11632,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,lung pericyte,COX4I2,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0009089,http://identifiers.org/hgnc/16232,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,lung pericyte,HIGD1B,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0009089,http://identifiers.org/hgnc/24318,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,lung pericyte,CSPG4,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0009089,http://identifiers.org/hgnc/2466,protein
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,PLIN2,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/248,protein
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,lung pericyte,LAMC3,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0009089,http://identifiers.org/hgnc/6494,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,MFAP4,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/7035,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,FBLN1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/3600,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,FGFR4,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/3691,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,COL6A3,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/2213,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,lung pericyte,DCN,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0009089,http://identifiers.org/hgnc/2705,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,DCN,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/2705,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,CAP1 general capillary gCap,CLDN5,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/2047,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,CAP1 general capillary gCap,NOTCH4,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/7884,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,CAP1 general capillary gCap,PLVAP,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/13635,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,CAP1 general capillary gCap,CLEC14A,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/19832,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,CAP1 general capillary gCap,GPIHBP1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/24945,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,CAP1 general capillary gCap,APLNR,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/339,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,CAP1 general capillary gCap,ECSCR,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/35454,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,CAP1 general capillary gCap,IL7R,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/6024,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,CAP1 general capillary gCap,PECAM1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/8823,protein
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,CAP1 general capillary gCap,DTL,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/30288,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,SAA1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/10513,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,VEGFD,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/3708,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,INMT,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/6069,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type 1 fibroblast cell,CES1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/1863,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,EPCAM,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/11529,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,ELF3,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/3318,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,Cytokeratin 1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/6412,protein
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,FXYD3,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/4027,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,SFTA2,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/18386,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,SLC39A8,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/20862,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,GRAMD2A,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/27287,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,RTKN2,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/19364,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,SCEL,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/10573,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,CLIC5,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/13517,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,SEMA3B,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/10724,protein
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,HOPX,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/24961,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,AQP4,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/637,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type I cell,AGER,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/320,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,SFTPC,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/10802,protein
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,EPCAM,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/11529,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,ABCA3,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/33,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,ELF3,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/3318,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,Cytokeratin 1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/6412,protein
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,BMP1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/1067,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,FXYD3,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/4027,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,SFTPA2,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/10799,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,LAMP3,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/14582,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,SFTA2,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/18386,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,SLC39A8,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/20862,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,HOPX,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/24961,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary alveolar parenchyma,alveolar type II cell,MFSD2A,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0008870,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/25897,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary capillary,CAP1 general capillary gCap,CLDN5,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0016405,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/2047,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary capillary,CAP1 general capillary gCap,NOTCH4,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0016405,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/7884,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary capillary,CAP1 general capillary gCap,PLVAP,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0016405,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/13635,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary capillary,CAP1 general capillary gCap,CLEC14A,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0016405,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/19832,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary capillary,CAP1 general capillary gCap,GPIHBP1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0016405,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/24945,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary capillary,CAP1 general capillary gCap,APLNR,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0016405,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/339,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary capillary,CAP1 general capillary gCap,ECSCR,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0016405,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/35454,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary capillary,CAP1 general capillary gCap,IL7R,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0016405,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/6024,gene
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary capillary,CAP1 general capillary gCap,PECAM1,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0016405,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/8823,protein
https://purl.humanatlas.io/2d-ftu/lung-pulmonary-alveolus,lung pulmonary alveolus,pulmonary capillary,CAP1 general capillary gCap,DTL,http://purl.obolibrary.org/obo/UBERON_0002299,http://purl.obolibrary.org/obo/UBERON_0016405,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/30288,gene
https://purl.humanatlas.io/2d-ftu/spleen-red-pulp,spleen red pulp,Arterial Capillary,Splenic endothelial cell,vWF+,http://purl.obolibrary.org/obo/UBERON_0001250,https://purl.org/ccf/ASCTB-TEMP_arterial-capillary,http://purl.obolibrary.org/obo/CL_2000053,http://identifiers.org/hgnc/12726,gene
https://purl.humanatlas.io/2d-ftu/spleen-red-pulp,spleen red pulp,Arterial Capillary,Splenic endothelial cell,CD141,http://purl.obolibrary.org/obo/UBERON_0001250,https://purl.org/ccf/ASCTB-TEMP_arterial-capillary,http://purl.obolibrary.org/obo/CL_2000053,http://identifiers.org/hgnc/11784,protein
