ftu,table,ftu_label,as_label,ct_label,bm_label,ftu_as,as,ct,bm,bmType
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Fibroblast,C7,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/1346,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Fibroblast,COL1A1,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2197,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Fibroblast,ZEB2,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/14881,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Mast cell,CPA3,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/2298,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Fibroblast,DCN,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/2705,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Medullary Fibroblast,SYT1,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_4030022,http://identifiers.org/hgnc/11509,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Medullary Fibroblast,TNC,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_4030022,http://identifiers.org/hgnc/5318,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Medullary Fibroblast,CLMP,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_4030022,http://identifiers.org/hgnc/24039,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Medullary Fibroblast,KCNK2,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_4030022,http://identifiers.org/hgnc/6277,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Medullary Fibroblast,DCN,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_4030022,http://identifiers.org/hgnc/2705,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Medullary Fibroblast,NCAM1,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_4030022,http://identifiers.org/hgnc/7656,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Cytotoxic T Cell,CCL4,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000910,http://identifiers.org/hgnc/10630,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Cytotoxic T Cell,GZMA,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000910,http://identifiers.org/hgnc/4708,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Plasma cell,FCRL5,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/18508,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Plasma cell,MZB1,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/30125,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Cytotoxic T Cell,CCL5,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000910,http://identifiers.org/hgnc/10632,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Plasma cell,JCHAIN,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/5713,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Plasma cell,IGKC,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/5716,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Dendritic Cell (plasmatoid),FLT3,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0001058,http://identifiers.org/hgnc/3765,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,regulatory T cell,FOXP3,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000815,http://identifiers.org/hgnc/6106,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Dendritic Cell (plasmatoid),IL3RA,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0001058,http://identifiers.org/hgnc/6012,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Dendritic Cell (classical),CLEC9A,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000990,http://identifiers.org/hgnc/26705,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Dendritic Cell (classical),FLT3,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000990,http://identifiers.org/hgnc/3765,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,Dendritic Cell (classical),ITGAX,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000990,http://identifiers.org/hgnc/6152,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,M2-Macrophage,MRC1,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/7228,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,M2-Macrophage,CD14,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/1628,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,M2-Macrophage,CD163,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/1631,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,M2-Macrophage,HLA-DRA,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/4947,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,M2-Macrophage,IL7R,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/6024,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,M2-Macrophage,ITGAX,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/6152,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,T Cell,CD40LG,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/11935,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,T Cell,CD3D,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/1673,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,T Cell,CD3G,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/1675,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,T Cell,CD247,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/1677,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,Interstitium,T Cell,CD96,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/16892,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,renal glomerulus,Glomerular Capillary Endothelial Cell,AQP1,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/633,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,renal glomerulus,Glomerular Capillary Endothelial Cell,EHD3,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/3244,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,renal glomerulus,Glomerular Capillary Endothelial Cell,HECW2,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/29853,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,renal glomerulus,Glomerular Capillary Endothelial Cell,EMCN,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/16041,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,renal glomerulus,Glomerular Capillary Endothelial Cell,PLAT,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/9051,gene
https://purl.humanatlas.io/2d-ftu/kidney-renal-corpuscle,https://purl.humanatlas.io/asct-b/kidney,kidney renal corpuscle,renal glomerulus,Glomerular Capillary Endothelial Cell,FLT1,http://purl.obolibrary.org/obo/UBERON_0001229,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/CL_1001005,http://identifiers.org/hgnc/3763,gene
https://purl.humanatlas.io/2d-ftu/kidney-thick-ascending-loop-of-henle,https://purl.humanatlas.io/asct-b/kidney,kidney thick ascending loop of henle,Macula Densa,Macula Densa cell,CDH1,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/UBERON_0002335,http://purl.obolibrary.org/obo/CL_1000850,http://identifiers.org/hgnc/1748,gene
https://purl.humanatlas.io/2d-ftu/kidney-thick-ascending-loop-of-henle,https://purl.humanatlas.io/asct-b/kidney,kidney thick ascending loop of henle,Macula Densa,Macula Densa cell,SLC12A1,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/UBERON_0002335,http://purl.obolibrary.org/obo/CL_1000850,http://identifiers.org/hgnc/10910,gene
https://purl.humanatlas.io/2d-ftu/kidney-thick-ascending-loop-of-henle,https://purl.humanatlas.io/asct-b/kidney,kidney thick ascending loop of henle,Macula Densa,Macula Densa cell,NOS1,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/UBERON_0002335,http://purl.obolibrary.org/obo/CL_1000850,http://identifiers.org/hgnc/7872,gene
https://purl.humanatlas.io/2d-ftu/kidney-thick-ascending-loop-of-henle,https://purl.humanatlas.io/asct-b/kidney,kidney thick ascending loop of henle,Macula Densa,Macula Densa cell,ATP1A1,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/UBERON_0002335,http://purl.obolibrary.org/obo/CL_1000850,http://identifiers.org/hgnc/799,gene
https://purl.humanatlas.io/2d-ftu/kidney-thick-ascending-loop-of-henle,https://purl.humanatlas.io/asct-b/kidney,kidney thick ascending loop of henle,Macula Densa,Macula Densa cell,ROBO2,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/UBERON_0002335,http://purl.obolibrary.org/obo/CL_1000850,http://identifiers.org/hgnc/10250,gene
https://purl.humanatlas.io/2d-ftu/large-intestine-crypt-lieberkuhn,https://purl.humanatlas.io/asct-b/large-intestine,large intestine crypt lieberkuhn,,,,http://purl.obolibrary.org/obo/UBERON_0001984,,,,
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Canals of Hering,hepatic oval cell,LGR5,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001282,http://purl.obolibrary.org/obo/CL_0002196,http://identifiers.org/hgnc/4504,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Canals of Hering,hepatic oval cell,PROM1,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001282,http://purl.obolibrary.org/obo/CL_0002196,http://identifiers.org/hgnc/9454,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Canals of Hering,hepatic oval cell,SOx9,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001282,http://purl.obolibrary.org/obo/CL_0002196,http://identifiers.org/hgnc/11204,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Canals of Hering,hepatic oval cell,EPCAM,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001282,http://purl.obolibrary.org/obo/CL_0002196,http://identifiers.org/hgnc/11529,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Canals of Hering,hepatic oval cell,OPN1,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001282,http://purl.obolibrary.org/obo/CL_0002196,http://identifiers.org/hgnc/8148,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Canals of Hering,hepatic oval cell,KIT,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001282,http://purl.obolibrary.org/obo/CL_0002196,http://identifiers.org/hgnc/6342,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Canals of Hering,hepatic oval cell,THY1,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001282,http://purl.obolibrary.org/obo/CL_0002196,http://identifiers.org/hgnc/11801,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Canals of Hering,hepatic oval cell,OV-6 ANTIGEN,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0001282,http://purl.obolibrary.org/obo/CL_0002196,https://purl.org/ccf/ASCTB-TEMP_ov-6-antigen,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Disse's space,quiescent hepatic stellate cell,PDGFRB,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0006729,http://purl.obolibrary.org/obo/CL_0000632,http://identifiers.org/hgnc/8804,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Disse's space,quiescent hepatic stellate cell,DES,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0006729,http://purl.obolibrary.org/obo/CL_0000632,http://identifiers.org/hgnc/2770,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Disse's space,quiescent hepatic stellate cell,GFAP,http://purl.obolibrary.org/obo/UBERON_0004647,http://purl.obolibrary.org/obo/UBERON_0006729,http://purl.obolibrary.org/obo/CL_0000632,http://identifiers.org/hgnc/4235,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,"CD8-positive, alpha-beta memory T cell",BLIMP1,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/9346,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,CD8+ Liver-Resident Memory T cell,SELL,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001203,http://identifiers.org/hgnc/10720,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,CD8+ Liver-Resident Memory T cell,CCR7,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001203,http://identifiers.org/hgnc/1608,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,conventional Dendritic cell,CD74,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001056,http://identifiers.org/hgnc/1697,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,"CD8-positive, alpha-beta memory T cell",TRAC,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/12029,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,Conventional DC 2,CD1C,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0002399,http://identifiers.org/hgnc/1636,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,CD8+ Liver-Resident Memory T cell,CXCR6,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001203,http://identifiers.org/hgnc/16647,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,"CD8-positive, alpha-beta memory T cell",CD69,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/1694,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,conventional Dendritic cell,CSF1R,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001056,http://identifiers.org/hgnc/2433,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,CD8+ Liver-Resident Memory T cell,S1PR1,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001203,http://identifiers.org/hgnc/3165,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,"CD8-positive, alpha-beta memory T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/1706,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,conventional Dendritic cell,FCGR1A,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001056,http://identifiers.org/hgnc/3613,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,"CD8-positive, alpha-beta memory T cell",ITGAE,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/6147,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,CD8+ Liver-Resident Memory T cell,KLF2,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001203,http://identifiers.org/hgnc/6347,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,"CD8-positive, alpha-beta memory T cell",HOBIT,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0000909,http://identifiers.org/hgnc/28495,gene
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,conventional Dendritic cell,FLT3,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001056,http://identifiers.org/hgnc/3765,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,CD8+ Liver-Resident Memory T cell,CXCR3,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001203,http://identifiers.org/hgnc/4540,protein
https://purl.humanatlas.io/2d-ftu/liver-liver-lobule,https://purl.humanatlas.io/asct-b/liver,liver liver lobule,Liver immune resident component,conventional Dendritic cell,ITGAX,http://purl.obolibrary.org/obo/UBERON_0004647,https://purl.org/ccf/ASCTB-TEMP_liver-immune-resident-component,http://purl.obolibrary.org/obo/CL_0001056,http://identifiers.org/hgnc/6152,protein
